	Transaction No.	Security ID - Current	Security Name - Current	Model Portfolio Code	Created Date	Trade Date	Payment Date	Created by User	Business Transaction Code	Elementary Transaction Code	Elementary Transaction Code Name	Settlement Currency Code - Transaction	Net Proceeds PC	Net Proceeds QC	Net Proceeds SC	Settlement Date	Finance Account Name	Nominal	Current Value PC	Current Value QC	SCD_Trx_No	SCDID_CUSIP	Ticket Status ID	Ticket Status	Ticket Type	Ticket Type Name	Trade Date_r	Due_Settlement_Date	Model Portfolio	Investment	Investment Amount	Investment Currency	Send to SCD	Funding Amount	Funding Currency	Creator	CreateDate	SourceSystem	LastUpdatedDateTime	Ticketing_Ticket	diff
75334	20171101060696.0	FS1000201	TPG Partners VI L.P. (PIP)	M77099B980	20171102.0	20171031.0	20171031.0	Batch job user	GenCost	General Cost	General Cost	USD	-66797.3	-51817.0	-51817.0	20171031.0	REALIZED CURR GL FGN PRIV EQUITY	0.0	0.0	0.0	75334	77099B980	4	Closed	2	Cash Distribution	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	M77099B980	TPG Partners VI, L.P. (PIP)	51817.00000	USD	Yes	51817.00000	USD	 	2017-11-01 12:01:37.447	Investran	2017-11-02 13:01:53.573	75334	-103634.0
75334	20171101060696.0	FS1000201	TPG Partners VI L.P. (PIP)	M77099B980	20171102.0	20171031.0	20171031.0	Batch job user	GenCost	General Cost	General Cost	USD	-66797.3	-51817.0	-51817.0	20171031.0	DUE FROM BROKER FGN PRIV EQUITY	0.0	0.0	0.0	75334	77099B980	4	Closed	2	Cash Distribution	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	M77099B980	TPG Partners VI, L.P. (PIP)	51817.00000	USD	Yes	51817.00000	USD	 	2017-11-01 12:01:37.447	Investran	2017-11-02 13:01:53.573	75334	-103634.0
75334	20171101060696.0	FS1000201	TPG Partners VI L.P. (PIP)	M77099B980	20171102.0	20171031.0	20171031.0	Batch job user	GenCost	General Cost	General Cost	USD	-66797.3	-51817.0	-51817.0	20171031.0	DIVIDEND RECEIVABLE PRIV EQUITY	0.0	0.0	0.0	75334	77099B980	4	Closed	2	Cash Distribution	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	M77099B980	TPG Partners VI, L.P. (PIP)	51817.00000	USD	Yes	51817.00000	USD	 	2017-11-01 12:01:37.447	Investran	2017-11-02 13:01:53.573	75334	-103634.0
75334	20171101060696.0	FS1000201	TPG Partners VI L.P. (PIP)	M77099B980	20171102.0	20171031.0	20171031.0	Batch job user	GenCost	General Cost	General Cost	USD	-66797.3	-51817.0	-51817.0	20171031.0	COST OF INVESTMENT FGN PRIV EQUITY	0.0	0.0	0.0	75334	77099B980	4	Closed	2	Cash Distribution	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	M77099B980	TPG Partners VI, L.P. (PIP)	51817.00000	USD	Yes	51817.00000	USD	 	2017-11-01 12:01:37.447	Investran	2017-11-02 13:01:53.573	75334	-103634.0
75334	20171101060696.0	FS1000201	TPG Partners VI L.P. (PIP)	M77099B980	20171102.0	20171031.0	20171031.0	Batch job user	GenCost	General Cost	General Cost	USD	-66797.3	-51817.0	-51817.0	20171031.0	REALIZED SECURITY GL FGN PRIV EQUITY	0.0	0.0	0.0	75334	77099B980	4	Closed	2	Cash Distribution	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	M77099B980	TPG Partners VI, L.P. (PIP)	51817.00000	USD	Yes	51817.00000	USD	 	2017-11-01 12:01:37.447	Investran	2017-11-02 13:01:53.573	75334	-103634.0
75334	20171101060696.0	FS1000201	TPG Partners VI L.P. (PIP)	M77099B980	20171102.0	20171031.0	20171031.0	Batch job user	GenCost	General Cost	General Cost	USD	-66797.3	-51817.0	-51817.0	20171031.0	DUE FROM BROKER FGN PRIV EQUITY	0.0	0.0	0.0	75334	77099B980	4	Closed	2	Cash Distribution	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	M77099B980	TPG Partners VI, L.P. (PIP)	51817.00000	USD	Yes	51817.00000	USD	 	2017-11-01 12:01:37.447	Investran	2017-11-02 13:01:53.573	75334	-103634.0
75336	20171101060733.0	FS1000592	PAI Europe IV - B6 (Ardian)	MFS1000592	20171108.0	20171102.0	20171102.0	Batch job user	GenCost	General Cost	General Cost	EUR	-846702.0	-566280.0	-566280.0	20171102.0		0.0	0.0	0.0	75336	FS1000592	1	Pending approval by {0}	2	Cash Distribution	2017-11-02 00:00:00.000	2017-11-02 00:00:00.000	MFS1000592	PAI Europe IV - B6 (Ardian)	566280.00000	EUR	Yes	566280.00000	EUR	Kheraj, Nadeem	2017-11-01 12:20:09.210	Investran	2017-11-08 11:04:05.480	75336	-1132560.0
75338	20171101060755.0	FS1000182	TPG Partners VI L.P.	M77099A917	20171101.0	20171031.0	20171031.0	Batch job user	GenCost	General Cost	General Cost	USD	-5779217.06	-4483141.0	-4483141.0	20171031.0	REALIZED SECURITY GL FGN PRIV EQUITY	0.0	0.0	0.0	75338	77099A917	8	Pending review by {0}	2	Cash Distribution	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	M77099A917	TPG Partners VI, L.P.	4483141.00000	USD	Yes	4483141.00000	USD	Chih, Joey	2017-11-01 13:07:58.173	Investran	2017-11-01 14:20:24.663	75338	-8966282.0
75338	20171101060755.0	FS1000182	TPG Partners VI L.P.	M77099A917	20171101.0	20171031.0	20171031.0	Batch job user	GenCost	General Cost	General Cost	USD	-5779217.06	-4483141.0	-4483141.0	20171031.0	COST OF INVESTMENT FGN PRIV EQUITY	0.0	0.0	0.0	75338	77099A917	8	Pending review by {0}	2	Cash Distribution	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	M77099A917	TPG Partners VI, L.P.	4483141.00000	USD	Yes	4483141.00000	USD	Chih, Joey	2017-11-01 13:07:58.173	Investran	2017-11-01 14:20:24.663	75338	-8966282.0
75338	20171101060755.0	FS1000182	TPG Partners VI L.P.	M77099A917	20171101.0	20171031.0	20171031.0	Batch job user	GenCost	General Cost	General Cost	USD	-5779217.06	-4483141.0	-4483141.0	20171031.0	REALIZED SECURITY GL FGN PRIV EQUITY	0.0	0.0	0.0	75338	77099A917	8	Pending review by {0}	2	Cash Distribution	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	M77099A917	TPG Partners VI, L.P.	4483141.00000	USD	Yes	4483141.00000	USD	Chih, Joey	2017-11-01 13:07:58.173	Investran	2017-11-01 14:20:24.663	75338	-8966282.0
75338	20171101060755.0	FS1000182	TPG Partners VI L.P.	M77099A917	20171101.0	20171031.0	20171031.0	Batch job user	GenCost	General Cost	General Cost	USD	-5779217.06	-4483141.0	-4483141.0	20171031.0	DIVIDEND INC FGN PRIV EQUITY	0.0	0.0	0.0	75338	77099A917	8	Pending review by {0}	2	Cash Distribution	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	M77099A917	TPG Partners VI, L.P.	4483141.00000	USD	Yes	4483141.00000	USD	Chih, Joey	2017-11-01 13:07:58.173	Investran	2017-11-01 14:20:24.663	75338	-8966282.0
75338	20171101060755.0	FS1000182	TPG Partners VI L.P.	M77099A917	20171101.0	20171031.0	20171031.0	Batch job user	GenCost	General Cost	General Cost	USD	-5779217.06	-4483141.0	-4483141.0	20171031.0	REALIZED CURR GL FGN PRIV EQUITY	0.0	0.0	0.0	75338	77099A917	8	Pending review by {0}	2	Cash Distribution	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	M77099A917	TPG Partners VI, L.P.	4483141.00000	USD	Yes	4483141.00000	USD	Chih, Joey	2017-11-01 13:07:58.173	Investran	2017-11-01 14:20:24.663	75338	-8966282.0
75338	20171101060755.0	FS1000182	TPG Partners VI L.P.	M77099A917	20171101.0	20171031.0	20171031.0	Batch job user	GenCost	General Cost	General Cost	USD	-5779217.06	-4483141.0	-4483141.0	20171031.0	REALIZED CURR GL FGN PRIV EQUITY	0.0	0.0	0.0	75338	77099A917	8	Pending review by {0}	2	Cash Distribution	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	M77099A917	TPG Partners VI, L.P.	4483141.00000	USD	Yes	4483141.00000	USD	Chih, Joey	2017-11-01 13:07:58.173	Investran	2017-11-01 14:20:24.663	75338	-8966282.0
75338	20171101060755.0	FS1000182	TPG Partners VI L.P.	M77099A917	20171101.0	20171031.0	20171031.0	Batch job user	GenCost	General Cost	General Cost	USD	-5779217.06	-4483141.0	-4483141.0	20171031.0	DUE FROM BROKER FGN PRIV EQUITY	0.0	0.0	0.0	75338	77099A917	8	Pending review by {0}	2	Cash Distribution	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	M77099A917	TPG Partners VI, L.P.	4483141.00000	USD	Yes	4483141.00000	USD	Chih, Joey	2017-11-01 13:07:58.173	Investran	2017-11-01 14:20:24.663	75338	-8966282.0
75338	20171101060755.0	FS1000182	TPG Partners VI L.P.	M77099A917	20171101.0	20171031.0	20171031.0	Batch job user	GenCost	General Cost	General Cost	USD	-5779217.06	-4483141.0	-4483141.0	20171031.0	DIVIDEND RECEIVABLE PRIV EQUITY	0.0	0.0	0.0	75338	77099A917	8	Pending review by {0}	2	Cash Distribution	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	M77099A917	TPG Partners VI, L.P.	4483141.00000	USD	Yes	4483141.00000	USD	Chih, Joey	2017-11-01 13:07:58.173	Investran	2017-11-01 14:20:24.663	75338	-8966282.0
75338	20171101060755.0	FS1000182	TPG Partners VI L.P.	M77099A917	20171101.0	20171031.0	20171031.0	Batch job user	GenCost	General Cost	General Cost	USD	-5779217.06	-4483141.0	-4483141.0	20171031.0	DUE FROM BROKER FGN PRIV EQUITY	0.0	0.0	0.0	75338	77099A917	8	Pending review by {0}	2	Cash Distribution	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	M77099A917	TPG Partners VI, L.P.	4483141.00000	USD	Yes	4483141.00000	USD	Chih, Joey	2017-11-01 13:07:58.173	Investran	2017-11-01 14:20:24.663	75338	-8966282.0
75338	20171101060755.0	FS1000182	TPG Partners VI L.P.	M77099A917	20171101.0	20171031.0	20171031.0	Batch job user	GenCost	General Cost	General Cost	USD	-5779217.06	-4483141.0	-4483141.0	20171031.0	COST OF INVESTMENT FGN PRIV EQUITY	0.0	0.0	0.0	75338	77099A917	8	Pending review by {0}	2	Cash Distribution	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	M77099A917	TPG Partners VI, L.P.	4483141.00000	USD	Yes	4483141.00000	USD	Chih, Joey	2017-11-01 13:07:58.173	Investran	2017-11-01 14:20:24.663	75338	-8966282.0
75340	20171101060952.0	PR1000096	Agricultural Company of America (PHI Transition)	MPR1000096	20171101.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CAD	373.47	289.71	373.47	20171031.0	DUE TO SUB-INV EXP-CHQ AGRICULTURE FUNDS	0.0	0.0	0.0	75340	PR1000096	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MPR1000096	Agricultural Company of America (PHI Transition)	289.71000	USD	Yes	373.47000	CAD	Gavadza, Olena	2017-11-01 13:44:56.607	Investran	2017-11-01 15:39:11.560	75340	0.0
75340	20171101060952.0	PR1000096	Agricultural Company of America (PHI Transition)	MPR1000096	20171101.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CAD	373.47	289.71	373.47	20171031.0	CGAP:FX CONTROL ACCOUNT - SETL	0.0	0.0	0.0	75340	PR1000096	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MPR1000096	Agricultural Company of America (PHI Transition)	289.71000	USD	Yes	373.47000	CAD	Gavadza, Olena	2017-11-01 13:44:56.607	Investran	2017-11-01 15:39:11.560	75340	0.0
75340	20171101060952.0	PR1000096	Agricultural Company of America (PHI Transition)	MPR1000096	20171101.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CAD	373.47	289.71	373.47	20171031.0	CGAP:FX CONTROL ACCOUNT - SETL	0.0	0.0	0.0	75340	PR1000096	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MPR1000096	Agricultural Company of America (PHI Transition)	289.71000	USD	Yes	373.47000	CAD	Gavadza, Olena	2017-11-01 13:44:56.607	Investran	2017-11-01 15:39:11.560	75340	0.0
75340	20171101060952.0	PR1000096	Agricultural Company of America (PHI Transition)	MPR1000096	20171101.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CAD	373.47	289.71	373.47	20171031.0	OTH INV EXP FGN AGRICULTURE FUNDS	0.0	0.0	0.0	75340	PR1000096	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MPR1000096	Agricultural Company of America (PHI Transition)	289.71000	USD	Yes	373.47000	CAD	Gavadza, Olena	2017-11-01 13:44:56.607	Investran	2017-11-01 15:39:11.560	75340	0.0
75341	20171101060953.0	PR1000113	Corporate Expenses - Principal Investing (CPPIB)	MPR1000113	20171101.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CAD	-34.41	-34.41	-34.41	20171031.0	DUE TO SUB-INV EXP-CHQ PRIV EQUITY	0.0	0.0	0.0	75341	PR1000113	6	Manual	2	Cash Distribution	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MPR1000113	Corporate Expenses - Principal Investing (CPPIB)	34.41000	CAD	Yes	34.41000	CAD	Gavadza, Olena	2017-11-01 13:44:57.360	Investran	2017-11-01 15:39:44.600	75341	-68.82
75341	20171101060953.0	PR1000113	Corporate Expenses - Principal Investing (CPPIB)	MPR1000113	20171101.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CAD	-34.41	-34.41	-34.41	20171031.0	TRNS TAX & OTH FGN PRIV EQUITY	0.0	0.0	0.0	75341	PR1000113	6	Manual	2	Cash Distribution	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MPR1000113	Corporate Expenses - Principal Investing (CPPIB)	34.41000	CAD	Yes	34.41000	CAD	Gavadza, Olena	2017-11-01 13:44:57.360	Investran	2017-11-01 15:39:44.600	75341	-68.82
75342	20171101060954.0	.ATUS US	ALTICE USA INC	MPR1000169	20171101.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CAD	-790.21	-612.99	-790.21	20171031.0	CGAP:FX CONTROL ACCOUNT - SETL	0.0	0.0	0.0	75342	.ATUS US	6	Manual	2	Cash Distribution	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MPR1000169	Altice USA	612.99000	USD	Yes	790.21000	CAD	Gavadza, Olena	2017-11-01 13:44:57.853	Investran	2017-11-01 15:48:24.000	75342	-1225.98
75342	20171101060954.0	.ATUS US	ALTICE USA INC	MPR1000169	20171101.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CAD	-790.21	-612.99	-790.21	20171031.0	TRNS TAX & OTH FGN PUB EQUITY	0.0	0.0	0.0	75342	.ATUS US	6	Manual	2	Cash Distribution	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MPR1000169	Altice USA	612.99000	USD	Yes	790.21000	CAD	Gavadza, Olena	2017-11-01 13:44:57.853	Investran	2017-11-01 15:48:24.000	75342	-1225.98
75342	20171101060954.0	.ATUS US	ALTICE USA INC	MPR1000169	20171101.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CAD	-790.21	-612.99	-790.21	20171031.0	CGAP:FX CONTROL ACCOUNT - SETL	0.0	0.0	0.0	75342	.ATUS US	6	Manual	2	Cash Distribution	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MPR1000169	Altice USA	612.99000	USD	Yes	790.21000	CAD	Gavadza, Olena	2017-11-01 13:44:57.853	Investran	2017-11-01 15:48:24.000	75342	-1225.98
75342	20171101060954.0	.ATUS US	ALTICE USA INC	MPR1000169	20171101.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CAD	-790.21	-612.99	-790.21	20171031.0	DUE TO SUB-INV EXP-CHQ PUB EQUITY	0.0	0.0	0.0	75342	.ATUS US	6	Manual	2	Cash Distribution	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MPR1000169	Altice USA	612.99000	USD	Yes	790.21000	CAD	Gavadza, Olena	2017-11-01 13:44:57.853	Investran	2017-11-01 15:48:24.000	75342	-1225.98
75345	20171101061006.0	PDI100033	Antares Holdings LP	MPDI100033	20171101.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CAD	2607.46	2022.7	2607.46	20171031.0	CGAP:FX CONTROL ACCOUNT - SETL	0.0	0.0	0.0	75345	PDI100033	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MPDI100033	Antares Holdings LP	2022.70000	USD	Yes	2607.46000	CAD	Gavadza, Olena	2017-11-01 14:15:12.520		2017-11-01 15:34:53.370	75345	0.0
75345	20171101061006.0	PDI100033	Antares Holdings LP	MPDI100033	20171101.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CAD	2607.46	2022.7	2607.46	20171031.0	OTH INV EXP FGN PRIV EQUITY	0.0	0.0	0.0	75345	PDI100033	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MPDI100033	Antares Holdings LP	2022.70000	USD	Yes	2607.46000	CAD	Gavadza, Olena	2017-11-01 14:15:12.520		2017-11-01 15:34:53.370	75345	0.0
75345	20171101061006.0	PDI100033	Antares Holdings LP	MPDI100033	20171101.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CAD	2607.46	2022.7	2607.46	20171031.0	CGAP:FX CONTROL ACCOUNT - SETL	0.0	0.0	0.0	75345	PDI100033	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MPDI100033	Antares Holdings LP	2022.70000	USD	Yes	2607.46000	CAD	Gavadza, Olena	2017-11-01 14:15:12.520		2017-11-01 15:34:53.370	75345	0.0
75345	20171101061006.0	PDI100033	Antares Holdings LP	MPDI100033	20171101.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CAD	2607.46	2022.7	2607.46	20171031.0	DUE TO SUB-INV EXP-CHQ PRIV EQUITY	0.0	0.0	0.0	75345	PDI100033	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MPDI100033	Antares Holdings LP	2022.70000	USD	Yes	2607.46000	CAD	Gavadza, Olena	2017-11-01 14:15:12.520		2017-11-01 15:34:53.370	75345	0.0
75346	20171101061007.0	PD1000368	Project President Coinvestments- Expenses	MPDI200046	20171101.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CAD	3406.42	2642.48	3406.42	20171031.0	DUE TO SUB-INV EXP-CHQ DIR PRIV DEBT	0.0	0.0	0.0	75346	PD1000368	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MPDI200046	Project President Coinvestments- Expenses	2642.48000	USD	Yes	3406.42000	CAD	Gavadza, Olena	2017-11-01 14:24:55.710		2017-11-01 15:35:30.163	75346	0.0
75346	20171101061007.0	PD1000368	Project President Coinvestments- Expenses	MPDI200046	20171101.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CAD	3406.42	2642.48	3406.42	20171031.0	OTH INV EXP FGN DIR PRIV DEBT	0.0	0.0	0.0	75346	PD1000368	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MPDI200046	Project President Coinvestments- Expenses	2642.48000	USD	Yes	3406.42000	CAD	Gavadza, Olena	2017-11-01 14:24:55.710		2017-11-01 15:35:30.163	75346	0.0
75346	20171101061007.0	PD1000368	Project President Coinvestments- Expenses	MPDI200046	20171101.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CAD	3406.42	2642.48	3406.42	20171031.0	CGAP:FX CONTROL ACCOUNT - SETL	0.0	0.0	0.0	75346	PD1000368	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MPDI200046	Project President Coinvestments- Expenses	2642.48000	USD	Yes	3406.42000	CAD	Gavadza, Olena	2017-11-01 14:24:55.710		2017-11-01 15:35:30.163	75346	0.0
75346	20171101061007.0	PD1000368	Project President Coinvestments- Expenses	MPDI200046	20171101.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CAD	3406.42	2642.48	3406.42	20171031.0	CGAP:FX CONTROL ACCOUNT - SETL	0.0	0.0	0.0	75346	PD1000368	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MPDI200046	Project President Coinvestments- Expenses	2642.48000	USD	Yes	3406.42000	CAD	Gavadza, Olena	2017-11-01 14:24:55.710		2017-11-01 15:35:30.163	75346	0.0
75348	20171101061252.0	PD1000000	Corporate Expenses - Private Debt - Canadian	M219999901	20171101.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CAD	6442.43	6442.43	6442.43	20171031.0	DUE TO SUB-INV EXP-CHQ DIR PRIV DEBT	0.0	0.0	0.0	75348	219999901	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	M219999901	Corporate Expenses - Private Debt	6442.43000	CAD	Yes	6442.43000	CAD	Gavadza, Olena	2017-11-01 14:33:59.540		2017-11-01 15:36:10.903	75348	0.0
75348	20171101061252.0	PD1000000	Corporate Expenses - Private Debt - Canadian	M219999901	20171101.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CAD	6442.43	6442.43	6442.43	20171031.0	OTH INV EXP FGN DIR PRIV DEBT	0.0	0.0	0.0	75348	219999901	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	M219999901	Corporate Expenses - Private Debt	6442.43000	CAD	Yes	6442.43000	CAD	Gavadza, Olena	2017-11-01 14:33:59.540		2017-11-01 15:36:10.903	75348	0.0
75354	20171101061358.0	PR1000121	Informatica Corporation	MPR1000121	20171107.0	20171109.0	20171109.0	Server job user	GenCost	General Cost	General Cost	CAD	2504.08	1942.43	2504.08	20171109.0		0.0	0.0	0.0	75354	PR1000121	6	Manual	1	Capital Call	2017-11-09 00:00:00.000	2017-11-09 00:00:00.000	MPR1000121	Informatica Corporation	1942.43000	USD	Yes	2504.08000	CAD	Hassan, Sohaib	2017-11-01 15:46:41.597	Investran	2017-11-07 13:22:07.743	75354	0.0
75355	20171101061360.0	PR1000130	Corporate Expenses - Principal Investing (VCC)	MPR1000130	20171107.0	20171109.0	20171109.0	Server job user	GenCost	General Cost	General Cost	CAD	16931.82	16931.82	16931.82	20171109.0		0.0	0.0	0.0	75355	PR1000130	6	Manual	1	Capital Call	2017-11-09 00:00:00.000	2017-11-09 00:00:00.000	MPR1000130	Corporate Expenses - Principal Investing (VCC)	16931.82000	CAD	Yes	16931.82000	CAD	Hassan, Sohaib	2017-11-01 15:52:32.063	Investran	2017-11-07 13:23:44.590	75355	0.0
75356	20171101061363.0	PR1000130	Corporate Expenses - Principal Investing (VCC)	MPR1000130	20171107.0	20171109.0	20171109.0	Server job user	GenCost	General Cost	General Cost	CAD	4622.25	4622.25	4622.25	20171109.0		0.0	0.0	0.0	75356	PR1000130	6	Manual	1	Capital Call	2017-11-09 00:00:00.000	2017-11-09 00:00:00.000	MPR1000130	Corporate Expenses - Principal Investing (VCC)	4622.25000	CAD	Yes	4622.25000	CAD	Hassan, Sohaib	2017-11-01 15:56:42.327	Investran	2017-11-07 13:23:05.500	75356	0.0
75358	20171101061648.0	PR1000130	Corporate Expenses - Principal Investing (VCC)	MPR1000130	20171107.0	20171109.0	20171109.0	Server job user	GenCost	General Cost	General Cost	USD	1323.96	1323.96	1027.0	20171109.0		0.0	0.0	0.0	75358	PR1000130	6	Manual	1	Capital Call	2017-11-09 00:00:00.000	2017-11-09 00:00:00.000	MPR1000130	Corporate Expenses - Principal Investing (VCC)	1323.96000	CAD	Yes	1027.00000	USD	Hassan, Sohaib	2017-11-01 16:23:20.453	Investran	2017-11-07 13:24:41.117	75358	0.0
75359	20171101061922.0	PR1000130	Corporate Expenses - Principal Investing (VCC)	MPR1000130	20171107.0	20171109.0	20171109.0	Server job user	GenCost	General Cost	General Cost	USD	338.7	338.7	262.73	20171109.0		0.0	0.0	0.0	75359	PR1000130	6	Manual	1	Capital Call	2017-11-09 00:00:00.000	2017-11-09 00:00:00.000	MPR1000130	Corporate Expenses - Principal Investing (VCC)	338.70000	CAD	Yes	262.73000	USD	Hassan, Sohaib	2017-11-01 16:30:56.437	Investran	2017-11-07 13:54:01.270	75359	0.0
75360	20171101062039.0	PR1000130	Corporate Expenses - Principal Investing (VCC)	MPR1000130	20171107.0	20171109.0	20171109.0	Server job user	GenCost	General Cost	General Cost	USD	116023.5	116023.5	90000.0	20171109.0		0.0	0.0	0.0	75360	PR1000130	6	Manual	1	Capital Call	2017-11-09 00:00:00.000	2017-11-09 00:00:00.000	MPR1000130	Corporate Expenses - Principal Investing (VCC)	116023.50000	CAD	Yes	90000.00000	USD	Hassan, Sohaib	2017-11-01 16:34:42.040	Investran	2017-11-07 13:55:38.700	75360	0.0
75361	20171101062165.0	PR1000130	Corporate Expenses - Principal Investing (VCC)	MPR1000130	20171107.0	20171110.0	20171110.0	Server job user	GenCost	General Cost	General Cost	USD	13207.34	13207.34	10245.0	20171110.0		0.0	0.0	0.0	75361	PR1000130	6	Manual	1	Capital Call	2017-11-10 00:00:00.000	2017-11-10 00:00:00.000	MPR1000130	Corporate Expenses - Principal Investing (VCC)	13207.34000	CAD	Yes	10245.00000	USD	Hassan, Sohaib	2017-11-01 16:39:47.460	Investran	2017-11-07 13:36:08.700	75361	0.0
75362	20171101062277.0	PR1000130	Corporate Expenses - Principal Investing (VCC)	MPR1000130	20171107.0	20171110.0	20171110.0	Server job user	GenCost	General Cost	General Cost	EUR	6551.44	6551.44	4374.8	20171110.0		0.0	0.0	0.0	75362	PR1000130	9	Manual pending review	1	Capital Call	2017-11-10 00:00:00.000	2017-11-10 00:00:00.000	MPR1000130	Corporate Expenses - Principal Investing (VCC)	6551.44000	CAD	Yes	4374.80000	EUR	Hassan, Sohaib	2017-11-01 16:43:32.883	Investran	2017-11-07 13:14:04.293	75362	0.0
75363	20171101062534.0	PR1000130	Corporate Expenses - Principal Investing (VCC)	MPR1000130	20171107.0	20171109.0	20171109.0	Server job user	GenCost	General Cost	General Cost	USD	1031.32	1031.32	800.0	20171109.0		0.0	0.0	0.0	75363	PR1000130	6	Manual	1	Capital Call	2017-11-09 00:00:00.000	2017-11-09 00:00:00.000	MPR1000130	Corporate Expenses - Principal Investing (VCC)	1031.32000	CAD	Yes	800.00000	USD	Hassan, Sohaib	2017-11-01 16:48:48.180	Investran	2017-11-07 13:58:40.427	75363	0.0
75365	20171101062685.0	PR1000125	Corporate Expenses - Natural Resources	MPR1000125	20171107.0	20171109.0	20171109.0	Server job user	GenCost	General Cost	General Cost	CAD	24233.64	24233.64	24233.64	20171109.0		0.0	0.0	0.0	75365	PR1000125	6	Manual	1	Capital Call	2017-11-09 00:00:00.000	2017-11-09 00:00:00.000	MPR1000125	Corporate Expenses - Natural Resources (CPPIB)	24233.64000	CAD	Yes	24233.64000	CAD	Hassan, Sohaib	2017-11-01 16:52:58.587	Investran	2017-11-07 13:56:36.230	75365	0.0
75366	20171101062810.0	IN1000068	NorthConnex M3-Intoll Trust (I)	MIN1000066	20171106.0	20171108.0	20171108.0	Server job user	GenCost	General Cost	General Cost	AUD	8805392.94	9010640.0	9010640.0	20171108.0		0.0	0.0	0.0	75366	IN1000068	4	Closed	1	Capital Call	2017-11-08 00:00:00.000	2017-11-08 00:00:00.000	MIN1000066	NorthConnex M3-Intoll Trust (I)	9010640.00000	AUD	Yes	9010640.00000	AUD	 	2017-11-01 17:03:39.597	Investran	2017-11-06 09:46:14.633	75366	0.0
